bioID,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race
mcnamma01,Mark,Mark,Robert,McNamara,,,,,C-F,0,0,83,235,California,Santa Clara,08-06-59,San Jose,CA,USA,Del Mar,San Jose,CA,USA,0000-00-00,W
mcneila01,Larry,Larry,B.,McNeill,,,,The Hawk,F-C,0,0,81,195,Marquette,,31-01-51,Hoke,NC,USA,Westinghouse,New York,NY,USA,29-12-04,B
mcnulca01,Carl,Carl,Edwin,McNulty,,,,,G,0,0,75,185,Purdue,,14-02-30,,,,Washington Township,Washington Township,IN,USA,0000-00-00,W
mcpipro01,Roy,Roy,,McPipe,,,,,G,0,0,75,205,Eastern Montana,Northwest CC,05-05-50,Hammond,IN,USA,Hammond,Hammond,IN,USA,0000-00-00,B
mcqueco01,Cozell,Cozell,,McQueen,,,,Co,F,0,0,83,235,North Carolina State,,18-01-62,Paris,,FRA,Bennettsville,Bennettsville,SC,USA,0000-00-00,B
mcreyth01,Thales,Thales,Alford,McReynolds,,,,,G,0,0,75,185,Miles,,08-06-43,Birmingham,AL,USA,A.H. Parker,Birmingham,AL,USA,30-06-88,B
mcwiler01,Eric,Eric,Lee,McWilliams,,,,,F,0,0,80,200,Long Beach State,Pasaadena CC,18-04-50,Denver,CO,USA,Muir,Pasadena,CA,USA,0000-00-00,B
mearnge01,George,George,,Mearns,,,,,F,0,0,75,175,Rhode Island,,18-04-22,,,,Westerly,Westerly,RI,USA,27-12-97,W
medvest01,Stanislav,Stanislav,,Medvedenko,,,,Slava,F,0,0,81,207,Kiev Institute of Physical Culture,,04-04-79,"Karapyshi, Kyivska Oblast",,UKR,,,,,0000-00-00,W
meelycl01,Cliff,Cliff,,Meely,,,,,F-C,0,0,80,215,Colorado,Northeastern JC,10-07-47,Rosedale,MS,USA,Northwestern,Sterling,CO,USA,0000-00-00,B
meentsc01,Scott,Scott,E.,Meents,,,,,F,0,0,82,225,Illinois,,04-01-64,Kankakee,IL,USA,Herscher,Herscher,IL,USA,0000-00-00,W
meinhca01,Carl,Carl,Marvin,Meinhold,,,,Red,G-F,0,0,74,185,LIU,,29-03-26,,,,Hazleton,Hazleton,PA,USA,0000-00-00,W
melchga01,Gary,Gary,Dennis,Melchionni,,,,,G,0,0,74,180,Duke,,19-01-51,Camden,NJ,USA,Bishop Eustace,Pennsauken,NJ,USA,0000-00-00,W
meminde01,Dean,Dean,P.,Meminger,,,,The Dream,G,0,0,72,175,Marquette,,13-05-48,Walterboro,SC,USA,Rice,New York,NY,USA,0000-00-00,B
mendemu01,Murray,Murray,,Mendenhall,,,Jr.,Bud,G,0,0,70,155,Indiana,Rice,0000-00-00,,,,Central,Fort Wayne,IN,USA,0000-00-00,W
mengejo01,John,John,P.,Mengelt,,,,Crash,G,0,0,74,195,Auburn,,16-10-49,Lacrosse,WI,USA,Wilkie,Elwood,IN,USA,0000-00-00,W
meriwjo01,Joe,Joe,C.,Meriweather,,,,Joe C.,C-F,0,0,82,215,Southern Illinois,,26-10-53,Phenix City,AL,USA,Central,Phenix City,AL,USA,0000-00-00,B
meriwpo01,Porter,Porter,Louis,Meriwether,,,,,G,0,0,74,180,Tennessee State,,16-03-40,,,,Lincoln,Evansville,IN,USA,13-11-09,B
meyerlo01,Loren,Loren,Henry,Meyer,,,,,C,0,0,82,257,Iowa State,,30-12-72,Emmetsburg,IA,USA,Ruthven-Ayrshire,Ruthven,IA,USA,0000-00-00,W
michela01,Larry,Larry,Wayne,Micheaux,,,,,F,0,0,81,220,Houston,,24-03-60,Houston,TX,USA,Worthing,Houston,TX,USA,0000-00-00,B
mikange01,George,George,Lawrence,Mikan,,,Jr.,Mr. Basketball,C,0,0,82,230,DePaul,,18-06-24,Joliet,IL,USA,Joliet Catholic / Quigley Prep,Joliet / Chicago,IL,USA,01-06-05,W
milesaa01,Aaron,Aaron,Marquez,Miles,,,,,G,0,0,73,175,Kansas,,13-04-83,Portland,OR,USA,Thomas Jefferson,Portland,OR,USA,0000-00-00,B
milesda01,Darius,Darius,LaVar,Miles,,,,,F,0,0,81,202,none,,09-10-81,Belleville,IL,USA,East St. Louis,East St. Louis,MO,USA,0000-00-00,B
milicda01,Darko,Darko,,Milicic,,,,,F-C,0,0,84,245,none,,20-06-85,Novi Sad,,SRB,Hemiska,Novi Sad,,SRB,0000-00-00,W
milicma01,Marko,Marko,,Milic,,,,,G-F,0,0,78,235,none,,07-05-77,Kranj,,SLV,Kranj,Kranj,,SLV,0000-00-00,W
millean01,Anthony,Anthony,,Miller,,,,Pig,F,0,0,81,225,Michigan State,,22-10-71,Benton Harbor,MI,USA,Benton Harbor,Benton Harbor,MI,USA,0000-00-00,B
millean02,Andre,Andre,Lloyd,Miller,,,,,G,0,0,74,200,Utah,,19-03-76,Los Angeles,CA,USA,Verbum Dei,Los Angeles,CA,USA,0000-00-00,B
milleha01,Harry,Harry,David,Miller,,,,Moose,C-F,0,0,76,210,North Carolina,Seton Hall,28-07-23,Brooklyn,NY,USA,Seton Hall Prep,West Orange,NJ,USA,18-04-07,W
milleja01,Jay,Jay,Julian,Miller,,,,Jay Jay,F,0,0,77,205,Notre Dame,,19-07-43,St. Louis,MO,USA,Goshen,Goshen,IN,USA,05-04-01,W
milleol01,Oliver,Oliver,J.,Miller,,,,Big O,C-F,0,0,81,280,Arkansas,,06-04-70,Fort Worth,TX,USA,Southwest,Fort Worth,TX,USA,0000-00-00,B
millsjo01,John,John,,Mills,,,,Long John,C-F,0,0,80,203,Western Kentucky,,07-09-19,,,,,,,,25-08-95,W
millspa01,Paul,Paul,,Millsap,,,,,F,0,0,80,245,Louisiana Tech,,10-02-85,Monroe,LA,USA,Grambling,Grambling,LA,USA,0000-00-00,B
millste01,Terry,Terry,Richard,Mills,,,,T,F,0,0,82,230,Michigan,,21-12-67,Romulus,MI,USA,Romulus,Romulus,MI,USA,0000-00-00,B
minerha01,Harold,Harold,David,Miner,,,,Baby Jordan,G,0,0,77,210,USC,,05-05-71,Inglewood,CA,USA,Inglewood,Inglewood,CA,USA,0000-00-00,B
minnidi01,Dirk,Dirk,DeWayne,Minniefield,,,,,G,0,0,75,180,Kentucky,,17-01-61,Lexington,KY,USA,Lafayette,Lexington,KY,USA,0000-00-00,B
minorgr01,Greg,Greg,Magado,Minor,,,,,G-F,0,0,78,210,Louisville,,18-09-71,Sandersville,GA,USA,Washington County,Sandersville,GA,USA,0000-00-00,B
minorma01,Mark,Mark,William,Minor,,,,,F,0,0,78,210,Ohio State,,14-05-50,,,,Solon,Solon,OH,USA,0000-00-00,W
miskija01,Jason,Jason,Oliver,Miskiri,,,,,G,0,0,74,175,George Mason,Montgomery College,19-08-75,Georgetown,,GUY,Montgomery Blair,Silver Spring,MD,USA,0000-00-00,B
mitchle01,Leland,Leland,,Mitchell,,,,,G,0,0,76,210,Mississippi State,Pearl River CC,22-02-41,Kiln,MS,USA,Kiln,Kiln,MS,USA,0000-00-00,W
mitchmu01,Murray,Murray,C.,Mitchell,,,,,C,0,0,78,0,Sam Houston State,,19-03-23,,,,Huntsville,Huntsville,TX,USA,0000-00-00,W
moblecu01,Cuttino,Cuttino,Rashawn,Mobley,,,,Cat,G,0,0,76,190,Rhode Island,,01-09-74,Philadelphia,PA,USA,Cardinal Dougherty / Maine Central Inst.,Philadelphia / Pittsfield,PA / ME,USA,0000-00-00,B
mobleer01,Eric,Eric,,Mobley,,,,E. Mo,C,0,0,83,235,Pittsburgh,Allegany CC (MD),01-02-70,Bronx,NY,USA,Salesian / Evander Childs,New Rochelle / Bronx,NY,USA,0000-00-00,B
moffela01,Larry,Larry,,Moffett,,,,,F,0,0,80,210,UNLV,Compton CC/Murray State,05-11-54,Mobile,AL,USA,Horace Mann,Gary,IN,USA,0000-00-00,B
mogusle01,Leo,Leo,,Mogus,,,,,F-C,0,0,76,190,Youngstown State,,13-04-21,Youngstown,OH,USA,Scienceville,Youngstown,OH,USA,0000-00-00,W
mohamna01,Nazr,Nazr,Tahiru,Mohammed,,,,,C,0,0,82,221,Kentucky,,05-09-77,Chicago,IL,USA,Kenwood,Chicago,IL,USA,0000-00-00,B
moisoje01,Jerome,Jerome,,Moiso,,,,,F,0,0,82,232,UCLA,,15-06-78,Paris,,FRA,Milford Academy,Milford,CT,USA,0000-00-00,B
mokespa01,Paul,Paul,Keen,Mokeski,,,,"Mo, Speed Bump",C-F,0,0,84,250,Kansas,,03-01-57,Spokane,WA,USA,Crespi Carmelite,Encino,CA,USA,0000-00-00,W
moliswa01,Wayne,Wayne,J.,Molis,,,,,F,0,0,80,230,Lewis,Chicago Teachers,17-04-43,Chicago,IL,USA,Harrison,Chicago,IL,USA,24-03-02,W
moncrsi01,Sidney,Sidney,Alvin,Moncrief,,,,"The Squid, Sir Sid",G,0,0,75,180,Arkansas,,21-09-57,Little Rock,AR,USA,Hall,Little Rock,AR,USA,0000-00-00,B
moneyer01,Eric,Eric,V.,Money,,,,,G,0,0,72,170,Arizona,,06-02-55,Detroit,MI,USA,Kettering,Detroit,MI,USA,0000-00-00,B
moniase01,Sergei,Sergei,,Monia,,,,,F,0,0,80,220,none,,15-04-83,Saratov,,RUS,,,,,0000-00-00,W
monroro01,Rodney,Rodney,Eugene,Monroe,,,,,G-F,0,0,74,170,North Carolina State,,16-04-68,Baltimore,MD,USA,Saint Maria Goretti,Hagerstown,MD,USA,0000-00-00,B
montrer01,Eric,Eric,Scott,Montross,,,,,C,0,0,84,270,North Carolina,,23-09-71,Indianapolis,IN,USA,Lawrence North,Indianapolis,IN,USA,0000-00-00,W
moorean01,Andre,Andre,M.,Moore,,,,,F,0,0,81,190,Loyola (IL),Illinois-Chicago,02-07-64,Chicago,IL,USA,Carver,Chicago,IL,USA,0000-00-00,B
moorelo01,Lowes,Lowes,Lee,Moore,,,,,G,0,0,73,170,West Virginia,,05-05-57,Plymouth,SC,USA,Mount Vernon,Mount Vernon,NY,USA,0000-00-00,B
mooreot01,Otto,Otto,George,Moore,,,,Say No Moore,C-F,0,0,83,205,Pan American,,27-08-46,Miami,FL,USA,George Washington Carver,Miami,FL,USA,0000-00-00,B
mooretr01,Tracy,Tracy,Lamont,Moore,,,,,G-F,0,0,76,200,Tulsa,,28-12-65,Oklahoma City,OK,USA,John Marshall,Oklahoma City,OK,USA,0000-00-00,B
morgare01,Rex,Rex,,Morgan,,,,,G,0,0,77,190,Jacksonville,Lakeland CC,27-10-48,Charleston,IL,USA,Charleston,Charleston,IL,USA,0000-00-00,W
morgeel01,Elmore,Elmore,Robert,Morgenthaler,,,,Elmo,C,0,0,81,230,New Mexico Mines,Boston College,03-08-22,(ht) Amarillo,TX,USA,Hobbs,Hobbs,NM,USA,25-11-97,W
mornida01,Darren,Darren,,Morningstar,,,,,C,0,0,82,235,Pittsburgh,Navy,22-04-69,Stevenson,WA,USA,Stevenson,Stevenson,WA,USA,0000-00-00,W
morriad01,Adam,Adam,John,Morrison,,,,,F,0,0,80,205,Gonzaga,,19-07-84,Casper,WY,USA,Mead,Spokane,WA,USA,0000-00-00,W
morrida01,Darius,Darius,Aaron,Morris,,,,,G,0,0,76,190,Michigan,,03-01-91,Los Angeles,CA,USA,Windward School,Los Angeles,CA,USA,0000-00-00,B
morriis01,Isaiah,Isaiah,Butch,Morris,,,,,F,0,0,80,228,Arkansas,San Jacinto,02-04-69,Richmond,VA,USA,Huguenot,Richmond,VA,USA,0000-00-00,B
morrijo01,John,John,Russell,Morrison,,,,,G,0,0,74,190,Canisius,,02-05-45,(ht) Roselle Park,NJ,USA,Seton Hall Prep,West Orange,NJ,USA,0000-00-00,W
morrima02,Marcus,Marcus,,Morris,,,,Mook,F,0,0,81,235,Kansas,,02-09-89,Philadelphia,PA,USA,Prep Charter / APEX Academy,Philadelphia / Pennsauken,PA / NJ,USA,0000-00-00,B
morrira01,Randolph,Randolph,Albert,Morris,,,,,F,0,0,83,260,Kentucky,,02-01-86,Houston,TX,USA,Landmark Christian,Atlanta,GA,USA,0000-00-00,B
morrite01,Terence,Terence,Darea,Morris,,,,,F,0,0,81,221,Maryland,,11-01-79,Frederick,MD,USA,Thomas Johnson,Frederick,MD,USA,0000-00-00,B
mortodw01,Dwayne,Dwayne,Lamont,Morton,,,,,F-G,0,0,78,195,Louisville,,08-08-71,Louisville,KY,USA,Central,Louisville,KY,USA,0000-00-00,B
mortojo01,John,John,,Morton,,,Jr.,Salt,G,0,0,75,180,Seton Hall,,18-05-67,Bronx,NY,USA,Walton,Bronx,NY,USA,0000-00-00,B
mortori01,Richard,Richard,,Morton,,,,,G,0,0,75,190,Cal. State - Fullerton,,02-02-66,San Francisco,CA,USA,Balboa,San Francisco,CA,USA,0000-00-00,B
moslegl01,Glenn,Glenn,E.,Mosley,,,,,F,0,0,80,195,Seton Hall,,26-12-55,Newark,NJ,USA,Irvington Tech,Irvington,NJ,USA,0000-00-00,B
mosspe01,Perry,Perry,Victor,Moss,,,,,G,0,0,74,185,Northeastern,,11-11-58,Tucson,AZ,USA,Wilbraham & Munson / Regional,Wilbraham / Amherst,MA,USA,0000-00-00,B
motenla01,Lawrence,Lawrence,Edward,Moten,,,III,,G,0,0,76,185,Syracuse,,25-03-72,Washington,DC,USA,Archbishop Carroll / New Hampton,Washington / New Hampton,DC / NH,USA,0000-00-00,B
mottoha01,Hanno,Hanno,Aleksanteri,Mottola,,,,,F,0,0,82,245,Utah,,09-09-76,Helsinki,,FIN,Makelanrinne,Helsinki,,FIN,0000-00-00,W
mournal01,Alonzo,Alonzo,Harding,Mourning,,,Jr.,Zo,C,0,0,82,240,Georgetown,,08-02-70,Chesapeake,VA,USA,Indian River,Chesapeake,VA,USA,0000-00-00,B
mozgoti01,Timofey,Timofey,Pavlovich,Mozgov,,,,,C,0,0,85,250,none,,16-07-86,St. Petersburg,,RUS,,,,,0000-00-00,W
mueller01,Erwin,Erwin,L.,Mueller,,,,,C-F,0,0,80,230,San Francisco,,12-03-44,Livermore,CA,USA,Livermore,Livermore,CA,USA,0000-00-00,W
mundtto01,Todd,Todd,,Mundt,,,,,C,0,0,84,250,Delta State,Memphis State,17-05-70,Iowa City,IA,USA,Central Merry,Jackson,TN,USA,0000-00-00,W
munroge01,George,George,B.,Munroe,,,,,G,0,0,71,160,Dartmouth,Columbia,05-01-22,Joliet,IL,USA,Joliet,Joliet,IL,USA,0000-00-00,W
murdoer01,Eric,Eric,Lloyd,Murdock,,,,,G,0,0,73,190,Providence,,14-06-68,Somerville,NJ,USA,Bridgewater-Raritan,Raritan,NJ,USA,0000-00-00,B
muresgh01,Gheorghe,Gheorghe,Dumitru,Muresan,,,,,C,0,0,91,303,Cluj University (ROM),,14-02-71,Triteni,,ROM,,,,,0000-00-00,W
murphal01,Allen,Allen,,Murphy,,,,,G-F,0,0,76.5,190,Louisville,,15-07-52,Birmingham,AL,USA,Parker,Birmingham,AL,USA,0000-00-00,B
murphca01,Calvin,Calvin,Jerome,Murphy,,,,Cal,G,0,0,69,165,Niagara,,09-05-48,Norwalk,CT,USA,Norwalk,Norwalk,CT,USA,0000-00-00,B
murphja01,Jay,Jay,Dennis,Murphy,,,,,F,0,0,81,220,Boston College,,26-06-62,Meriden,CT,USA,Maloney,Meriden,CT,USA,0000-00-00,W
murphjo01,John,John,Francis,Murphy,,,,Moe,F,0,0,74,175,none,,13-09-24,,,,Simon Gratz,Philadelphia,PA,USA,29-01-03,W
murphto01,Tod,Tod,James,Murphy,,,,,C-F,0,0,81,220,California-Irvine,,24-12-63,Long Beach,CA,USA,Lakewood,Lakewood,CA,USA,0000-00-00,W
murphtr01,Troy,Troy,Brandon,Murphy,,,,,F,0,0,83,245,Notre Dame,,02-05-80,Sparta,NJ,USA,Delbarton,Northern Hills,NJ,USA,0000-00-00,W
murrala01,Lamond,Lamond,Maurice,Murray,,,,,F-G,0,0,79,236,California,,20-04-73,Pasadena,CA,USA,John Kennedy,Fremont,CA,USA,0000-00-00,B
murraro01,Ronald,Ronald,,Murray,,,,"Flip, Ron",G,0,0,76,190,Shaw,Meriden CC / Philadelphia CC,29-07-79,Philadelphia,PA,USA,Strawberry Mansion,Philadelphia,PA,USA,0000-00-00,B
murratr01,Tracy,Tracy,Lamonte,Murray,,,,,F,0,0,79,225,UCLA,,25-07-71,Los Angeles,CA,USA,Glendora,Glendora,CA,USA,0000-00-00,B
murredo01,Dorie,Dorie,S.,Murrey,,,,,F-C,0,0,80,215,Detroit,,07-09-43,Detroit,MI,USA,Cass Tech,Detroit,MI,USA,0000-00-00,B
murrewi01,Willie,Willie,Vernon,Murrell,,,,,F,0,0,78,225,Kansas State,Eastern Oklahoma JC,13-09-41,Taft,OK,USA,Moton,Taft,OK,USA,0000-00-00,B
musian01,Angelo,Angelo,,Musi,,,Jr.,"Tony, Ange",G,0,0,69,145,Temple,,25-07-18,Philadelphia,PA,USA,Overbrook / Brown Prep,Philadelphia,PA,USA,19-10-09,W
mutomdi01,Dikembe,Dikembe,M.M.M.J.J.W.,Mutombo,,,,,C,0,0,86,245,Georgetown,,25-06-66,Kinshasa,,ZAI,Institute Boboto,Kinshasa,,ZAI,0000-00-00,B
muursma01,Martin,Martin,,Muursepp,,,,,F,0,0,81,235,none,,26-09-74,Tallinn,,EST,49th ,Talinn,,EST,0000-00-00,W
nachabo01,Boris,Boris,Alexander,Nachamkin,,,,,F,0,0,78,210,NYU,,06-12-33,,,,Thomas Jefferson,Brooklyn,NY,USA,0000-00-00,W
nailole01,Lee,Lee,,Nailon,,,,,F,0,0,80,234,Texas Christian,Southeastern CC / Butler Co. CC,22-02-75,South Bend,IN,USA,Clay,South Bend,IN,USA,0000-00-00,B
najered01,Eduardo,Eduardo,Alonso,Najera,,,,,F,0,0,80,234,Oklahoma,,11-07-76,"Meoqui, Chihuahua",,MEX,Cornerstone Christian Academy,San Antonio,TX,USA,0000-00-00,W
nancela01,Larry,Larry,Donell,Nance,,,,,F-C,0,0,82,205,Clemson,,12-02-59,Anderson,SC,USA,McDuffie,Anderson,SC,USA,0000-00-00,B
napolpa01,Paul,Paul,Wally,Napolitano,,,,,F-G,0,0,74,185,San Francisco,,03-02-23,,,,McClymonds,Oakland,CA,USA,22-06-97,W
natersw01,Swen,Swen,Eric,Nater,,Swen Langeberg at J.C.,,The Dutchman,C,0,0,83,240,UCLA,Cypress JC,14-01-50,Denhelder,,HOL,Wilson (DNP),Long Beach,CA,USA,0000-00-00,W
nathaho01,Howard,Howard,,Nathan,,,,,G,0,0,70,175,Northeast Louisiana,NW Arkansas CC  / DePaul,21-01-72,Peoria,IL,USA,Manual,Peoria,IL,USA,0000-00-00,B
nattca01,Calvin,Calvin,Leon,Natt,,,,,F,0,0,78,220,Northeast Louisiana,,08-01-57,Monroe,LA,USA,Bastrop,Bastrop,LA,USA,0000-00-00,B
ndiayma01,Makhtar,Makhtar,Vincent,N'Diaye,,,,,F,0,0,80,231,North Carolina,Wake Forest / Michigan,12-12-73,Diourbel,,SEN,Oak Hill Academy,Mouth of Wilson,VA,USA,0000-00-00,B
ndiayma02,Mamadou,Mamadou,,N'Diaye,,,,,C,0,0,84,245,Auburn,,16-06-75,Dakar,,SEN,Maine Central / Delafosse,"Pittsfield / Dakar, SEN",ME,USA / SEN,0000-00-00,B
nealcr01,Craig,Craig,Duane,Neal,,,,Noodles,G,0,0,77,165,Georgia Tech,,16-02-64,Muncie,IN,USA,Washington,Washington,IN,USA,0000-00-00,W
nealga01,Gary,Gary,,Neal,,,,,G,0,0,76,210,Towson,,03-10-84,Baltimore,MD,USA,Aberdeen / Calvert Hall College,Aberdeen / Towson,MD,USA,0000-00-00,B
nealll01,Lloyd,Lloyd,,Neal,,,,,C-F,0,0,79,225,Tennessee State,,10-12-50,Talbottom,GA,USA,Talbottom,Talbottom,GA,USA,0000-00-00,B
nelsoba01,Barry,Barry,G.,Nelson,,,,Bear,C,0,0,82,230,Duquesne,,19-09-49,,,,Fox Chapel,Fox Chapel,PA,USA,0000-00-00,W
nelsoja01,Jameer,Jameer,,Nelson,,,,,G,0,0,72,190,St. Joseph's,,09-02-82,Chester,PA,USA,Chester,Chester,PA,USA,0000-00-00,B
nelsoro01,Ron,Ron,,Nelson,,,,,G,0,0,74,175,New Mexico,,07-10-46,,,,Artesia,Artesia,NM,USA,0000-00-00,W
nembhru01,Ruben,Ruben,R.,Nembhard,,,,,G,0,0,75,208,Weber State,Paris JC,20-02-72,Bronx,NY,USA,DeWitt Clinton,Bronx,NY,USA,0000-00-00,B
nesbyty01,Tyrone,Tyrone,Lamont,Nesby,,,,,F,0,0,78,225,UNLV,Vincennes,31-01-76,Cairo,IL,USA,Cairo,Cairo,IL,USA,0000-00-00,B
nesslma01,Martin,Martin,Scott,Nessley,,,,,C,0,0,86,260,Duke,,16-02-65,Columbus,OH,USA,Whitehall-Yearling,Whitehall,OH,USA,0000-00-00,W
neumajo01,Johnny,Johnny,,Neumann,,,,,G-F,0,0,78,200,Mississippi,,11-09-51,Memphis,TN,USA,Overton,Memphis,TN,USA,0000-00-00,W
neumapa01,Paul,Paul,R.,Neumann,,,,,G,0,0,73,175,Stanford,,30-01-38,Newport Harbor,CA,USA,Newport Harbor,Newport Harbor,CA,USA,0000-00-00,W
newbeme01,Melvin,Melvin,,Newbern,,,,,G,0,0,76,200,Minnesota,,11-06-67,Toledo,OH,USA,Scott,Toledo,OH,USA,0000-00-00,B
newbiiv01,Ivano,Ivano,Miguel,Newbill,,,,,F-C,0,0,81,245,Georgia Tech,,12-12-70,Sedalia,MO,USA,Southwest,Macon,GA,USA,0000-00-00,B
newblir01,Ira,Ira,,Newble,,,,,F,0,0,79,220,Miami (OH),Mississippi Gulf Coast JC,20-01-75,Detroit,MI,USA,Southfield,Detroit,MI,USA,0000-00-00,B
newtobi01,Bill,Bill,R.,Newton,,,,,C,0,0,81,220,Louisiana State,,22-12-50,Rockville,IN,USA,Rockville,Rockville,IN,USA,0000-00-00,W
nichoja01,Jack,Jack,Edward,Nichols,,,,,C-F,0,0,79,222,Washington,USC,09-04-26,,,,Everett,Everett,WA,USA,24-12-92,W
nickega01,Gaylon,Gaylon,Harrel,Nickerson,,,,,G,0,0,75,190,NW Oklahoma State,Wichita St / Butler Co CC / Kansas St,05-02-69,Osceola,AR,USA,North,Wichita,KS,USA,0000-00-00,B
nimphku01,Kurt,Kurt,Allen,Nimphius,,,,,C-F,0,0,82,218,Arizona State,,13-03-58,Milwaukee,WI,USA,South Milwaukee,Milwaukee,WI,USA,0000-00-00,W
nixdy01,Dyron,Dyron,Patrick,Nix,,,,,F,0,0,79,210,Tennessee,,11-02-67,Meridian,MS,USA,Fort Walton Beach,Fort Walton Beach,FL,USA,0000-00-00,B
nocioan01,Andres,Andres,Marcelo,Nocioni,,,,,F,0,0,79,225,none,,30-11-79,Santa Fe,,ARG,,,,,0000-00-00,W
noelda01,David,David,Anthony,Noel,,,II,,F,0,0,78,230,North Carolina,,27-02-84,Durham,NC,USA,Southern Durham,Durham,NC,USA,0000-00-00,B
nolenpa01,Paul,Paul,Edward,Nolen,,,,High-Pockets,C,0,0,82,215,Texas Tech,,03-09-29,(ht) Alvarado,TX,USA,Alvarado,Alvarado,TX,USA,07-05-09,W
norriau01,Audie,Audie,James,Norris,,,,,C,0,0,81,230,Jackson State,,18-12-60,Jackson,MS,USA,Jim Hill,Jackson,MS,USA,0000-00-00,B
norrisy01,Sylvester,Sylvester,,Norris,,,,Sly,C,0,0,83,220,Jackson State,,18-02-57,Jackson,MS,USA,Jim Hill,Jackson,MS,USA,0000-00-00,B
norwowi01,Willie,Willie,B.,Norwood,,,,,F,0,0,79,215,Alcorn A&M,,08-08-47,Carrolton,MS,USA,Marshall,Carrolton,MS,USA,0000-00-00,B
nostrge01,George,George,Thomas,Nostrand,,,,,C-F,0,0,80,195,Wyoming,High Point,25-01-24,Uniondale,NY,USA,Uniondale,Uniondale,NY,USA,08-11-81,W
nowitdi01,Dirk,Dirk,Werner,Nowitzki,,,,,C,0,0,83,237,none,,19-06-78,Wurzburg,,GER,Rontgen Gymnasium,Wurzburg,,GER,0000-00-00,W
nuttde01,Dennis,Dennis,Clay,Nutt,,,,,G,0,0,74,170,TCU,,25-03-63,Little Rock,AR,USA,Central,Little Rock,AR,USA,0000-00-00,W
n_diaha01,Hamady,Hamady,Barro,N'Diaye,,,,,C,0,0,84,235,Rutgers,,12-01-87,Dakar,,SEN,Stoneridge Prep,Simi Valley,CA,USA,0000-00-00,B
oaklech01,Charles,Charles,,Oakley,,,,,F-C,0,0,80,225,Virginia Union,,18-12-63,Cleveland,OH,USA,John Hay,Cleveland,OH,USA,0000-00-00,B
obannch01,Charles,Charles,Edward,O'Bannon,,,,,G-F,0,0,77,209,UCLA,,22-02-75,Bellflower,CA,USA,Artesia,Lakewood,CA,USA,0000-00-00,B
obertfa01,Fabricio,Fabricio,Raul Jesus,Oberto,,,,,F,0,0,82,245,none,,21-03-75,Las Varillas,,ARG,Gustavo Martinez Zuviria,Las Varillas,,ARG,0000-00-00,W
oboyljo01,John,John,W.,O'Boyle,,,,,G,0,0,74,185,Colorado State,Modesto JC,07-03-28,,,,,,,,0000-00-00,W
obriera01,Ralph,Ralph,E.,O'Brien,,,,"Buckshot, Buck",G,0,0,69,160,Butler,,08-04-28,Henshaw,KY,USA,Washington,Indianapolis,IN,USA,0000-00-00,W
obryapa01,Patrick,Patrick,Fitzgerald,O'Bryant,,,,,C,0,0,84,260,Bradley,,20-06-86,Oskaloosa,IA,USA,Blaine,Blaine,MN,USA,0000-00-00,B
odomla01,Lamar,Lamar,Joseph,Odom,,,,,F,0,0,82,220,Rhode Island,UNLV (DNP),06-11-79,Jamaica,NY,USA,Christian Redemption Acad / Christ the King / St Thomas Aquinas,Troy / Middle Village / New Britain,NY / NY / CT,USA,0000-00-00,B
ogdenra01,Ralph,Ralph,,Ogden,,,,,F,0,0,77,205,Santa Clara,,25-01-48,,,,Lincoln,San Jose,CA,USA,0000-00-00,W
ohanlfr01,Francis,Francis,Brian,O'Hanlon,,,,Fran,G,0,0,72.5,175,Villanova,,24-08-48,,,,St. Thomas More,Philadelphia,PA,USA,0000-00-00,W
okurme01,Mehmet,Mehmet,,Okur,,,,,C-F,0,0,83,249,none,,26-05-79,Yalova,,TUR,Cem Sultan,Gazcilar Bursa,,TUR,0000-00-00,W
olajuha01,Hakeem,Hakeem,Abdul,Olajuwon,,Akeem Abdul Olajuwon,,The Dream,C,0,0,82,250,Houston,,21-01-63,Lagos,,NGR,Muslim Teachers College,Lagos,,NGR,0000-00-00,B
olberma01,Mark,Mark,Allen,Olberding,,,,,F,0,0,80,225,Minnesota,,21-04-56,Melrose,MN,USA,Melrose,Melrose,MN,USA,0000-00-00,W
oldhaja01,Jawann,Jawann,,Oldham,,,,,C,0,0,84,215,Seattle,,04-07-57,Chicago,IL,USA,Cleveland,Seattle,WA,USA,0000-00-00,B
oldhajo01,John,John,O.,Oldham,,,,Johnny,G,0,0,75,175,Western Kentucky,,22-06-23,Beaver Dam,KY,USA,Hartford,Hartford,KY,USA,0000-00-00,W
oleynfr01,Frank,Frank,,Oleynick,,,,Magic,G,0,0,74,185,Seattle,,20-02-55,Bridgeport,CT,USA,Notre Dame,Fairfield,CT,USA,0000-00-00,W
olivebr01,Brian,Brian,Darnell,Oliver,,,,,G,0,0,76,210,Georgia Tech,,01-06-68,Chicago,IL,USA,Wills,Smyrna,GA,USA,0000-00-00,B
olivede01,Dean,Dean,,Oliver,,,,,G,0,0,71,175,Iowa,,05-11-78,Quincy,IL,USA,Mason City,Mason City,IA,USA,0000-00-00,B
